Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51072554,07/02/2021 12:00:14 AM,07/02/2021 12:38:45 AM,NYPD,New York City Police Department,Illegal Fireworks,,Street/Sidewalk,10459.0,823 FOX STREET,FOX STREET,LONGWOOD AVENUE,INTERVALE AVENUE,LONGWOOD AVENUE,INTERVALE AVENUE,,BRONX,FOX STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/02/2021 04:38:48 AM,02 BRONX,2027090040.0,BRONX,1012903.0,237080.0,ONLINE,Unspecified,BRONX,,,,,,,,40.81735905377218,-73.89648207635712,"(40.81735905377218, -73.89648207635712)"
51078146,07/02/2021 12:01:00 AM,07/02/2021 01:45:00 AM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11362.0,57-07 LITTLE NECK PARKWAY,LITTLE NECK PARKWAY,57 AVE,58 AVE,,,ADDRESS,Little Neck,,,Closed,,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2021 01:45:00 AM,11 QUEENS,4083990023.0,QUEENS,1060796.0,217444.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76317861097844,-73.72367820511484,"(40.76317861097844, -73.72367820511484)"
51081874,07/02/2021 12:01:00 AM,07/02/2021 05:30:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10453.0,,,,,AQUEDUCT AVENUE,WEST 183 STREET,INTERSECTION,BRONX,,,Closed,,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,07/02/2021 05:30:00 AM,05 BRONX,,BRONX,1010032.0,252384.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85937291082941,-73.90679562385695,"(40.85937291082941, -73.90679562385695)"
51064959,07/02/2021 12:01:17 AM,07/02/2021 12:13:16 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11231.0,547 HICKS STREET,HICKS STREET,SACKETT STREET,UNION STREET,SACKETT STREET,UNION STREET,,BROOKLYN,HICKS STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/02/2021 04:13:20 AM,06 BROOKLYN,3003370001.0,BROOKLYN,983958.0,188607.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68435941035215,-74.00105283698666,"(40.68435941035215, -74.00105283698666)"
51066562,07/02/2021 12:02:04 AM,07/02/2021 01:05:02 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10029.0,70 EAST  108 STREET,EAST  108 STREET,MADISON AVENUE,METRO NORTH-CONNECTING RAIL LINE,MADISON AVENUE,METRO NORTH-CONNECTING RAIL LINE,,NEW YORK,EAST  108 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/02/2021 05:05:07 AM,11 MANHATTAN,1016130023.0,MANHATTAN,999032.0,228584.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79407398074103,-73.9466140903915,"(40.79407398074103, -73.9466140903915)"
51071471,07/02/2021 12:02:13 AM,07/02/2021 12:55:24 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10455.0,660 ST ANNS AVENUE,ST ANNS AVENUE,WHITE PLAINS ROAD LINE,RAE STREET,WHITE PLAINS ROAD LINE,RAE STREET,,BRONX,ST ANNS AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,07/02/2021 04:55:31 AM,01 BRONX,2026170014.0,BRONX,1008731.0,236922.0,ONLINE,Unspecified,BRONX,,,,,,,,40.816937935331815,-73.91155529636806,"(40.816937935331815, -73.91155529636806)"
51065449,07/02/2021 12:02:23 AM,07/02/2021 01:34:05 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033.0,605 WEST  177 STREET,WEST  177 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,,NEW YORK,WEST  177 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/02/2021 05:34:10 AM,12 MANHATTAN,1021440025.0,MANHATTAN,1001986.0,247815.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84685219882335,-73.93589475221044,"(40.84685219882335, -73.93589475221044)"
51076773,07/02/2021 12:02:31 AM,07/07/2021 12:00:00 AM,DOB,Department of Buildings,Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,,11203.0,196 EAST   51 STREET,EAST   51 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.,07/07/2021 12:00:00 AM,17 BROOKLYN,3046200024.0,BROOKLYN,1003678.0,178766.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65732675940293,-73.92997866259482,"(40.65732675940293, -73.92997866259482)"
51069272,07/02/2021 12:02:50 AM,07/02/2021 07:25:31 AM,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11212.0,1618 PITKIN AVENUE,PITKIN AVENUE,AMBOY STREET,THOMAS S BOYLAND STREET,AMBOY STREET,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,PITKIN AVENUE,,Closed,,The individual was found and outreach assistance was offered.,07/02/2021 07:25:31 AM,16 BROOKLYN,,BROOKLYN,1008174.0,183105.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66922534250576,-73.91375903797604,"(40.669225342505754, -73.91375903797604)"
51072015,07/02/2021 12:02:51 AM,07/02/2021 12:18:41 AM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,10019.0,223 WEST   56 STREET,WEST   56 STREET,7 AVENUE,BROADWAY,7 AVENUE,BROADWAY,,NEW YORK,WEST   56 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/02/2021 04:18:45 AM,05 MANHATTAN,,MANHATTAN,989301.0,218124.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76537496715383,-73.9817659301862,"(40.76537496715383, -73.9817659301862)"
