Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51217186,07/15/2021 12:00:00 AM,07/15/2021 08:25:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11375.0,99-12 74 AVENUE,74 AVENUE,METROPOLITAN AVE,KESSEL ST,,,ADDRESS,Forest Hills,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/15/2021 08:25:00 AM,06 QUEENS,4032780006.0,QUEENS,1027272.0,197947.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70989094679961,-73.84482011761874,"(40.70989094679961, -73.84482011761874)"
51201769,07/15/2021 12:00:27 AM,07/15/2021 01:41:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11368.0,112-10 39 AVENUE,39 AVENUE,112 STREET,114 STREET,112 STREET,114 STREET,,CORONA,39 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/15/2021 05:42:04 AM,03 QUEENS,4017860005.0,QUEENS,1024516.0,213600.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75286750613616,-73.85466728742603,"(40.752867506136155, -73.85466728742603)"
51218905,07/15/2021 12:00:31 AM,07/21/2021 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",,11207.0,322 WORTMAN AVENUE,WORTMAN AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,07/21/2021 12:00:00 AM,05 BROOKLYN,3043990004.0,BROOKLYN,1017117.0,179180.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65842341336293,-73.88154058132946,"(40.65842341336293, -73.88154058132946)"
51211047,07/15/2021 12:00:47 AM,07/15/2021 01:15:50 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10472.0,1949 HAVILAND AVENUE,HAVILAND AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,,BRONX,HAVILAND AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/15/2021 05:15:53 AM,09 BRONX,2037910075.0,BRONX,1023357.0,241490.0,MOBILE,Unspecified,BRONX,,,,,,,,40.82942314400435,-73.8586880863516,"(40.82942314400435, -73.8586880863516)"
51208242,07/15/2021 12:01:02 AM,07/15/2021 12:11:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10023.0,221 WEST   70 STREET,WEST   70 STREET,AMSTERDAM AVENUE,WEST END AVENUE,AMSTERDAM AVENUE,WEST END AVENUE,,NEW YORK,WEST   70 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/15/2021 04:11:40 AM,07 MANHATTAN,1011620122.0,MANHATTAN,988677.0,222687.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.777899545304,-73.98401555934248,"(40.777899545304, -73.98401555934248)"
51209416,07/15/2021 12:01:16 AM,07/15/2021 01:33:57 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10456.0,1305 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  169 STREET,MARCY PLACE,EAST  169 STREET,MARCY PLACE,,BRONX,SHERIDAN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/15/2021 05:34:03 AM,04 BRONX,2028310028.0,BRONX,1007923.0,244006.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83638368952555,-73.91444943349805,"(40.83638368952555, -73.91444943349805)"
51205867,07/15/2021 12:01:42 AM,07/15/2021 12:15:42 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11229.0,1815 EAST   17 STREET,EAST   17 STREET,AVENUE R,MOORE PLACE,AVENUE R,MOORE PLACE,,BROOKLYN,EAST   17 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/15/2021 04:15:46 AM,15 BROOKLYN,3068210275.0,BROOKLYN,996536.0,159911.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.60558657019448,-73.95575378891145,"(40.605586570194475, -73.95575378891145)"
51209652,07/15/2021 12:01:51 AM,07/15/2021 01:30:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208.0,285 NICHOLS AVENUE,NICHOLS AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,,BROOKLYN,NICHOLS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/15/2021 05:30:41 AM,05 BROOKLYN,3041510013.0,BROOKLYN,1020742.0,188368.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68362819094458,-73.8684256148289,"(40.68362819094458, -73.8684256148289)"
51208430,07/15/2021 12:01:52 AM,07/15/2021 01:10:26 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467.0,3595 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  212 STREET,EAST  213 STREET,EAST  212 STREET,EAST  213 STREET,,BRONX,BAINBRIDGE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/15/2021 05:10:30 AM,07 BRONX,2033290025.0,BRONX,1018078.0,261421.0,ONLINE,Unspecified,BRONX,,,,,,,,40.88414951808322,-73.87766297790301,"(40.88414951808322, -73.87766297790301)"
51205549,07/15/2021 12:01:54 AM,07/15/2021 01:30:24 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208.0,346 AUTUMN AVENUE,AUTUMN AVENUE,ATLANTIC AVENUE,GLEN STREET,ATLANTIC AVENUE,GLEN STREET,,BROOKLYN,AUTUMN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/15/2021 05:30:28 AM,05 BROOKLYN,3041670035.0,BROOKLYN,1020403.0,187590.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68149415154752,-73.86965207468394,"(40.68149415154752, -73.86965207468394)"
