Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51054854,07/01/2021 12:00:00 AM,07/01/2021 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Fire Hydrant Emergency (FHE),,10458.0,2720 GRAND CONCOURSE,GRAND CONCOURSE,E KINGSBRIDGE RD,E 196 ST,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,07/01/2021 12:00:00 AM,07 BRONX,2033040035.0,BRONX,1013785.0,255380.0,ONLINE,Unspecified,BRONX,,,,,,,,40.86758426084022,-73.89321498210387,"(40.86758426084022, -73.89321498210387)"
51062676,07/01/2021 12:00:00 AM,07/01/2021 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Fire Hydrant Emergency (FHE),,11238.0,487 PROSPECT PLACE,PROSPECT PLACE,GRAND AVE,CLASSON AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,07/01/2021 12:00:00 AM,08 BROOKLYN,3011550063.0,BROOKLYN,995197.0,185537.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67592619297238,-73.96053441955016,"(40.67592619297238, -73.96053441955016)"
51056556,07/01/2021 12:00:05 AM,07/01/2021 12:56:50 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230.0,845 SETON PLACE,SETON PLACE,WEBSTER AVENUE,LAWRENCE AVENUE,WEBSTER AVENUE,LAWRENCE AVENUE,,BROOKLYN,SETON PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/01/2021 04:56:54 AM,14 BROOKLYN,3054200006.0,BROOKLYN,991087.0,168965.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63044379871303,-73.97536838598145,"(40.63044379871303, -73.97536838598145)"
51060159,07/01/2021 12:00:30 AM,07/01/2021 12:32:42 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209.0,7302 RIDGE BOULEVARD,RIDGE BOULEVARD,CHRIST CHURCH LANE,74 STREET,CHRIST CHURCH LANE,74 STREET,,BROOKLYN,RIDGE BOULEVARD,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,07/01/2021 04:32:45 AM,10 BROOKLYN,3059160038.0,BROOKLYN,975931.0,170030.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63336573036737,-74.02997211790986,"(40.63336573036737, -74.02997211790986)"
51063316,07/01/2021 12:00:41 AM,07/01/2021 01:02:16 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226.0,50 EAST   21 STREET,EAST   21 STREET,WOODRUFF AVENUE,CATON AVENUE,WOODRUFF AVENUE,CATON AVENUE,,BROOKLYN,KENMORE PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/01/2021 05:02:17 AM,14 BROOKLYN,3050620051.0,BROOKLYN,995190.0,177296.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65330648637028,-73.96057302790511,"(40.65330648637028, -73.96057302790511)"
51064594,07/01/2021 12:00:48 AM,07/01/2021 08:35:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10472.0,74 HUGH J GRANT CIRCLE,HUGH J GRANT CIRCLE,EAST  177 STREET,VIRGINIA AVENUE,,,ADDRESS,BRONX,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,07/01/2021 08:35:00 AM,09 BRONX,2037940115.0,BRONX,1022871.0,242740.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83285616939817,-73.86043703269058,"(40.83285616939817, -73.86043703269058)"
51063095,07/01/2021 12:00:52 AM,07/01/2021 12:54:18 AM,NYPD,New York City Police Department,Illegal Fireworks,,Street/Sidewalk,10034.0,4762 BROADWAY,BROADWAY,DYCKMAN STREET,CUMMING STREET,DYCKMAN STREET,CUMMING STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/01/2021 04:54:24 AM,12 MANHATTAN,1022330001.0,MANHATTAN,1004460.0,254664.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86564533429852,-73.92693204659633,"(40.86564533429852, -73.92693204659633)"
51064493,07/01/2021 12:00:53 AM,07/01/2021 12:11:50 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208.0,975 ESSEX STREET,ESSEX STREET,WORTMAN AVENUE,COZINE AVENUE,WORTMAN AVENUE,COZINE AVENUE,,BROOKLYN,ESSEX STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/01/2021 04:11:53 AM,05 BROOKLYN,3044070015.0,BROOKLYN,1019005.0,179895.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66037871982064,-73.87473216534242,"(40.660378719820635, -73.87473216534242)"
51059316,07/01/2021 12:01:00 AM,07/15/2021 12:55:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11364.0,64-11 219 STREET,219 STREET,64 AVE,67 AVE,219 STREET,67 AVENUE,INTERSECTION,Oakland Gardens,,,Closed,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",07/15/2021 12:55:00 PM,11 QUEENS,4076217502.0,QUEENS,1051529.0,210793.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74499875364195,-73.75719731925227,"(40.74499875364195, -73.75719731925227)"
51057935,07/01/2021 12:01:05 AM,07/01/2021 12:38:28 AM,NYPD,New York City Police Department,Illegal Fireworks,,Residential Building/House,10306.0,1742 RICHMOND ROAD,RICHMOND ROAD,DONGAN HILLS AVENUE,SEAVER AVENUE,DONGAN HILLS AVENUE,SEAVER AVENUE,,STATEN ISLAND,RICHMOND ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/01/2021 04:38:32 AM,02 STATEN ISLAND,5035320500.0,STATEN ISLAND,955318.0,153092.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.58683109070104,-74.10416507442712,"(40.58683109070104, -74.10416507442712)"
