Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51629406,08/25/2021 12:00:10 AM,08/25/2021 12:09:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002.0,179 ELDRIDGE STREET,ELDRIDGE STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,,NEW YORK,ELDRIDGE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/25/2021 04:10:02 AM,03 MANHATTAN,1004200062.0,MANHATTAN,986926.0,202078.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72133374345152,-73.99034604511733,"(40.72133374345152, -73.99034604511733)"
51623651,08/25/2021 12:00:19 AM,08/25/2021 01:04:31 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455.0,EAST  149 STREET,EAST  149 STREET,CONCORD AVENUE,EAST  149 STREET,CONCORD AVENUE,EAST  149 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/25/2021 05:04:33 AM,01 BRONX,,BRONX,1009673.0,235504.0,MOBILE,Unspecified,BRONX,,,,,,,,40.81304326328842,-73.90815742217148,"(40.81304326328842, -73.90815742217148)"
51622260,08/25/2021 12:00:39 AM,08/25/2021 01:52:04 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453.0,2075 GRAND CONCOURSE,GRAND CONCOURSE,GREGORIO LUPERON WAY,EAST  180 STREET,GREGORIO LUPERON WAY,EAST  180 STREET,,BRONX,GRAND CONCOURSE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/25/2021 05:52:13 AM,05 BRONX,2031600020.0,BRONX,1011256.0,250419.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85397591746268,-73.9023786678659,"(40.85397591746268, -73.9023786678659)"
51623236,08/25/2021 12:00:41 AM,08/25/2021 01:12:46 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205.0,NORTH ELLIOT PLACE,NORTH ELLIOT PLACE,FLUSHING AVENUE,PARK AVENUE,FLUSHING AVENUE,PARK AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/25/2021 05:12:48 AM,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,,,,,,,
51630422,08/25/2021 12:00:48 AM,08/25/2021 01:46:40 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032.0,525 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,,NEW YORK,WEST  169 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/25/2021 05:46:48 AM,12 MANHATTAN,1021260028.0,MANHATTAN,1001543.0,245653.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.84091902245088,-73.93750151244578,"(40.840919022450876, -73.93750151244578)"
51629481,08/25/2021 12:00:50 AM,08/25/2021 12:19:18 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10128.0,1791 FIRST AVENUE,FIRST AVENUE,EAST   92 STREET,EAST   93 STREET,EAST   92 STREET,EAST   93 STREET,,NEW YORK,1 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,08/25/2021 04:19:22 AM,08 MANHATTAN,1015550023.0,MANHATTAN,999200.0,223999.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.781489103373225,-73.94601755497465,"(40.781489103373225, -73.94601755497465)"
51623634,08/25/2021 12:00:51 AM,08/25/2021 12:51:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11434.0,153-01 118 AVENUE,118 AVENUE,153 STREET,155 STREET,153 STREET,155 STREET,,JAMAICA,118 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/25/2021 04:51:37 AM,12 QUEENS,4122040296.0,QUEENS,1042840.0,187477.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.68106391685866,-73.78875777233493,"(40.68106391685866, -73.78875777233493)"
51622060,08/25/2021 12:01:12 AM,08/25/2021 01:10:05 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467.0,3165 DECATUR AVENUE,DECATUR AVENUE,EAST  204 STREET,EAST  205 STREET,EAST  204 STREET,EAST  205 STREET,,BRONX,DECATUR AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,08/25/2021 05:10:12 AM,07 BRONX,2033490027.0,BRONX,1018409.0,257299.0,MOBILE,Unspecified,BRONX,,,,,,,,40.87283464140425,-73.87648695594841,"(40.87283464140425, -73.87648695594841)"
51628914,08/25/2021 12:01:14 AM,08/25/2021 03:04:05 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10462.0,1665 MATTHEWS AVENUE,MATTHEWS AVENUE,DEAD END,VAN NEST AVENUE,DEAD END,VAN NEST AVENUE,,BRONX,MATTHEWS AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,08/25/2021 07:04:11 AM,11 BRONX,,BRONX,1022668.0,247004.0,ONLINE,Unspecified,BRONX,,,,,,,,40.84456048119917,-73.86114617861323,"(40.84456048119917, -73.86114617861323)"
51624707,08/25/2021 12:01:16 AM,08/25/2021 02:55:43 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212.0,360 DUMONT AVENUE,DUMONT AVENUE,OSBORN STREET,MOTHER GASTON BOULEVARD,OSBORN STREET,MOTHER GASTON BOULEVARD,,BROOKLYN,DUMONT AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/25/2021 06:55:50 AM,16 BROOKLYN,3035760001.0,BROOKLYN,1010615.0,181475.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66474442503765,-73.90496613026816,"(40.66474442503765, -73.90496613026816)"
