Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51651122,08/27/2021 12:00:01 AM,08/27/2021 12:28:20 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10022.0,200 EAST   60 STREET,EAST   60 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,NEW YORK,EAST   60 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2021 04:28:25 AM,08 MANHATTAN,1014140045.0,MANHATTAN,993725.0,216907.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76203098161282,-73.96579704204677,"(40.762030981612824, -73.96579704204677)"
51651415,08/27/2021 12:00:33 AM,08/27/2021 12:30:06 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11417.0,107-28 88 STREET,88 STREET,107 AVENUE,SUTTER AVENUE,107 AVENUE,SUTTER AVENUE,,OZONE PARK,88 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2021 04:30:10 AM,10 QUEENS,4091480021.0,QUEENS,1025964.0,186224.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.67772033694799,-73.84961064538973,"(40.677720336947985, -73.84961064538973)"
51648677,08/27/2021 12:00:38 AM,08/27/2021 12:51:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226.0,520 EAST   21 STREET,EAST   21 STREET,DORCHESTER ROAD,DITMAS AVENUE,DORCHESTER ROAD,DITMAS AVENUE,,BROOKLYN,EAST   21 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2021 04:52:03 AM,14 BROOKLYN,3051840006.0,BROOKLYN,995824.0,172912.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64127254993023,-73.95829565997418,"(40.64127254993023, -73.95829565997418)"
51646143,08/27/2021 12:00:42 AM,08/27/2021 12:45:24 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460.0,912 EAST  178 STREET,EAST  178 STREET,HONEYWELL AVENUE,DALY AVENUE,HONEYWELL AVENUE,DALY AVENUE,,BRONX,EAST  178 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,08/27/2021 04:45:27 AM,06 BRONX,2031210046.0,BRONX,1016479.0,246363.0,ONLINE,Unspecified,BRONX,,,,,,,,40.84282588333603,-73.88351807575677,"(40.84282588333603, -73.88351807575677)"
51644618,08/27/2021 12:01:08 AM,08/27/2021 03:11:16 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11249.0,96 WYTHE AVENUE,WYTHE AVENUE,NORTH   11 STREET,NORTH   10 STREET,NORTH   11 STREET,NORTH   10 STREET,,BROOKLYN,WYTHE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2021 07:11:21 AM,01 BROOKLYN,3022950021.0,BROOKLYN,995800.0,202137.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.72148854900699,-73.95833204713233,"(40.72148854900699, -73.95833204713233)"
51643356,08/27/2021 12:01:21 AM,08/27/2021 12:28:21 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10026.0,2164 8 AVENUE,8 AVENUE,WEST  116 STREET,WEST  117 STREET,WEST  116 STREET,WEST  117 STREET,,NEW YORK,8 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2021 04:28:25 AM,10 MANHATTAN,1019220061.0,MANHATTAN,996704.0,232522.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80488630245875,-73.95501446978744,"(40.80488630245875, -73.95501446978744)"
51647490,08/27/2021 12:01:34 AM,08/27/2021 12:47:41 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207.0,2929 FULTON STREET,FULTON STREET,WARWICK STREET,ASHFORD STREET,WARWICK STREET,ASHFORD STREET,,BROOKLYN,FULTON STREET,,Closed,,The Police Department issued a summons in response to the complaint.,08/27/2021 04:47:45 AM,05 BROOKLYN,3039380035.0,BROOKLYN,1015681.0,186786.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6793053825208,-73.88668075108835,"(40.679305382520795, -73.88668075108835)"
51651184,08/27/2021 12:01:42 AM,08/27/2021 12:27:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453.0,2076 CRESTON AVENUE,CRESTON AVENUE,EAST BURNSIDE AVENUE,EAST  180 STREET,EAST BURNSIDE AVENUE,EAST  180 STREET,,BRONX,CRESTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2021 04:27:40 AM,05 BRONX,2031600014.0,BRONX,1010820.0,250314.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85368904676198,-73.90395513624917,"(40.85368904676198, -73.90395513624917)"
51649845,08/27/2021 12:01:53 AM,08/27/2021 12:43:36 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11216.0,1165 BEDFORD AVENUE,BEDFORD AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,,BROOKLYN,BEDFORD AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2021 04:43:40 AM,03 BROOKLYN,3018220001.0,BROOKLYN,997018.0,188367.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68369146107122,-73.95396408008774,"(40.68369146107122, -73.95396408008774)"
51645667,08/27/2021 12:02:08 AM,08/30/2021 08:39:21 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11239.0,591 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,,BROOKLYN,SCHROEDERS AVENUE,,Closed,,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,08/30/2021 12:39:26 PM,05 BROOKLYN,3045860900.0,BROOKLYN,1020290.0,178353.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.656141136186775,-73.8701088734542,"(40.656141136186775, -73.8701088734542)"
