Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51417420,08/04/2021 12:00:07 AM,08/04/2021 02:30:13 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10465.0,3186 LAYTON AVENUE,LAYTON AVENUE,THROGMORTON AVENUE,VINCENT AVENUE,THROGMORTON AVENUE,VINCENT AVENUE,,BRONX,LAYTON AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,08/04/2021 06:30:16 AM,10 BRONX,2054590006.0,BRONX,1033748.0,243471.0,PHONE,Unspecified,BRONX,,,,,,,,40.83480828679461,-73.82112601108456,"(40.83480828679461, -73.82112601108456)"
51425573,08/04/2021 12:00:11 AM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10016.0,280 EAST   28 STREET,EAST   28 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,NEW YORK,EAST   28 STREET,,In Progress,,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",09/02/2021 09:39:32 AM,06 MANHATTAN,,MANHATTAN,990408.0,209120.0,ONLINE,Unspecified,MANHATTAN,,,"280 EAST   28 STREET, MANHATTAN (NEW YORK), NY, 10016",,,,,40.7406605689841,-73.97777791501339,"(40.740660568984104, -73.97777791501339)"
51418615,08/04/2021 12:00:17 AM,08/04/2021 12:56:34 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039.0,BRADHURST AVENUE,BRADHURST AVENUE,BRADHURST AVENUE,WEST  148 STREET,BRADHURST AVENUE,WEST  148 STREET,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/04/2021 04:56:39 AM,10 MANHATTAN,,MANHATTAN,1000440.0,239915.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82517195910136,-73.94150170316254,"(40.825171959101354, -73.94150170316254)"
51424281,08/04/2021 12:00:23 AM,08/04/2021 05:12:45 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11422.0,139-34 247 STREET,247 STREET,139 AVENUE,FRANCIS LEWIS BOULEVARD,139 AVENUE,FRANCIS LEWIS BOULEVARD,,ROSEDALE,247 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/04/2021 09:12:49 AM,13 QUEENS,4136130046.0,QUEENS,1058318.0,181419.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.66432016121313,-73.73301978345107,"(40.66432016121313, -73.73301978345107)"
51421799,08/04/2021 12:00:28 AM,08/04/2021 12:37:25 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10472.0,1027 WARD AVENUE,WARD AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,,BRONX,WARD AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,08/04/2021 04:37:30 AM,09 BRONX,2037150057.0,BRONX,1018459.0,239806.0,PHONE,Unspecified,BRONX,,,,,,,,40.82482137795937,-73.87639541639894,"(40.82482137795937, -73.87639541639894)"
51418715,08/04/2021 12:00:30 AM,08/04/2021 12:47:31 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032.0,645 WEST  160 STREET,WEST  160 STREET,FT WASHINGTON AVENUE,RIVERSIDE DRIVE,FT WASHINGTON AVENUE,RIVERSIDE DRIVE,,NEW YORK,WEST  160 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/04/2021 04:47:35 AM,12 MANHATTAN,1021360090.0,MANHATTAN,999345.0,244132.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.836748351020056,-73.94544870705623,"(40.836748351020056, -73.94544870705623)"
51422149,08/04/2021 12:00:31 AM,08/04/2021 12:53:17 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204.0,2219 62 STREET,62 STREET,BAY PARKWAY,23 AVENUE,BAY PARKWAY,23 AVENUE,,BROOKLYN,62 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,08/04/2021 04:53:21 AM,11 BROOKLYN,3065500071.0,BROOKLYN,990077.0,163410.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61519720700854,-73.97901190111254,"(40.61519720700854, -73.97901190111254)"
51419983,08/04/2021 12:00:33 AM,08/04/2021 12:20:56 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026.0,66 WEST  115 STREET,WEST  115 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,,NEW YORK,WEST  115 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/04/2021 04:20:59 AM,10 MANHATTAN,,MANHATTAN,997888.0,231311.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80156069211668,-73.95074016258391,"(40.80156069211668, -73.95074016258391)"
51418494,08/04/2021 12:00:34 AM,08/04/2021 01:52:35 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10030.0,2361 7 AVENUE,7 AVENUE,WEST  138 STREET,WEST  139 STREET,WEST  138 STREET,WEST  139 STREET,,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/04/2021 05:52:42 AM,10 MANHATTAN,1020070001.0,MANHATTAN,1000243.0,237053.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8173169382124,-73.94222033156,"(40.8173169382124, -73.94222033156)"
51423144,08/04/2021 12:00:51 AM,08/04/2021 02:59:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11220.0,361 58 STREET,58 STREET,GOWANUS EXPWY EB EN BELT PKWY,4 AVENUE,GOWANUS EXPWY EB EN BELT PKWY,4 AVENUE,,BROOKLYN,58 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/04/2021 06:59:39 AM,07 BROOKLYN,3008460047.0,BROOKLYN,979280.0,173320.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64239859019431,-74.01790859351698,"(40.64239859019431, -74.01790859351698)"
51422711,08/04/2021 12:01:07 AM,08/04/2021 08:49:15 AM,DOT,Department of Transportation,Highway Condition,Cave-in,Highway,,,,,,,,,,,,Closed,,"Upon inspection, the reported condition was not found, therefore no action was taken.",08/04/2021 12:49:21 PM,Unspecified STATEN ISLAND,,STATEN ISLAND,,,ONLINE,Unspecified,STATEN ISLAND,,,,Staten Island Expwy,Westbound/To Goethals Br,Roadway,South Ave (Exit 6) - Outerbridge Crossing (NY 440 South) (Exit 5),,,
51417567,08/04/2021 12:01:14 AM,08/04/2021 12:53:12 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031.0,500 WEST  143 STREET,WEST  143 STREET,HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,,NEW YORK,WEST  143 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/04/2021 04:53:15 AM,09 MANHATTAN,1020740040.0,MANHATTAN,998285.0,239576.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82424518767463,-73.94928893476902,"(40.82424518767463, -73.94928893476902)"
51424437,08/04/2021 12:01:21 AM,08/04/2021 01:03:52 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11226.0,130 LENOX ROAD,LENOX ROAD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,,BROOKLYN,LENOX ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/04/2021 05:03:56 AM,17 BROOKLYN,3050840029.0,BROOKLYN,996737.0,177491.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.653839672440746,-73.95499739119894,"(40.653839672440746, -73.95499739119894)"
51424405,08/04/2021 12:01:22 AM,08/04/2021 01:42:15 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10026.0,265 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,NEW YORK,WEST  114 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/04/2021 05:42:18 AM,10 MANHATTAN,1018300011.0,MANHATTAN,996213.0,231952.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80332248776049,-73.95678904346106,"(40.80332248776049, -73.95678904346106)"
51426094,08/04/2021 12:01:58 AM,08/04/2021 12:03:07 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10301.0,196 BAY STREET,BAY STREET,ST MARKS PLACE,,ST MARKS PLACE,,,STATEN ISLAND,BAY STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/04/2021 04:03:10 AM,01 STATEN ISLAND,5004980061.0,STATEN ISLAND,962981.0,171436.0,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.637203271756384,-74.07663345407833,"(40.637203271756384, -74.07663345407833)"
