Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51337760,07/27/2021 12:00:03 AM,07/27/2021 01:08:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10035.0,2010 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST  122 STREET,EAST  123 STREET,EAST  122 STREET,EAST  123 STREET,,NEW YORK,LEXINGTON AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,07/27/2021 05:08:55 AM,11 MANHATTAN,1017710056.0,MANHATTAN,1001227.0,231716.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.802666521307415,-73.93867882554382,"(40.802666521307415, -73.93867882554382)"
51338724,07/27/2021 12:00:23 AM,07/27/2021 01:38:16 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10466.0,BARNES AVENUE,BARNES AVENUE,BARNES AVENUE,EAST  230 STREET,BARNES AVENUE,EAST  230 STREET,,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,07/27/2021 05:38:20 AM,12 BRONX,,BRONX,1024165.0,263715.0,ONLINE,Unspecified,BRONX,,,,,,,,40.89042038680175,-73.85563605594146,"(40.89042038680175, -73.85563605594146)"
51343444,07/27/2021 12:00:26 AM,07/27/2021 01:11:39 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220.0,347 61 STREET,61 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,,BROOKLYN,61 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,07/27/2021 05:11:43 AM,07 BROOKLYN,3057810053.0,BROOKLYN,978736.0,172732.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64078433440416,-74.01986832915897,"(40.64078433440416, -74.01986832915897)"
51345831,07/27/2021 12:00:30 AM,07/27/2021 01:43:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208.0,335 FOUNTAIN AVENUE,FOUNTAIN AVENUE,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,,BROOKLYN,FOUNTAIN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/27/2021 05:43:43 AM,05 BROOKLYN,3042920061.0,BROOKLYN,1019169.0,183634.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6706407888282,-73.87412169321017,"(40.6706407888282, -73.87412169321017)"
51341588,07/27/2021 12:00:45 AM,07/27/2021 12:57:42 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10459.0,1255 LONGFELLOW AVENUE,LONGFELLOW AVENUE,WEST FARMS ROAD,FREEMAN STREET,WEST FARMS ROAD,FREEMAN STREET,,BRONX,LONGFELLOW AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,07/27/2021 04:57:44 AM,03 BRONX,2029930046.0,BRONX,1015227.0,241388.0,ONLINE,Unspecified,BRONX,,,,,,,,40.82917543940849,-73.8880660202654,"(40.82917543940849, -73.8880660202654)"
51355500,07/27/2021 12:00:45 AM,07/30/2021 01:18:12 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10473.0,908 BOYNTON AVENUE,BOYNTON AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,07/30/2021 12:00:00 AM,09 BRONX,2036530106.0,BRONX,1018374.0,238843.0,PHONE,Unspecified,BRONX,,,,,,,,40.82217854739893,-73.87670743695797,"(40.82217854739893, -73.87670743695797)"
51338247,07/27/2021 12:00:49 AM,07/27/2021 02:34:41 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,833 EAST  226 STREET,EAST  226 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,,BRONX,EAST  226 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/27/2021 06:34:47 AM,12 BRONX,,BRONX,1024038.0,262562.0,ONLINE,Unspecified,BRONX,,,,,,,,40.88725634286795,-73.85610223710411,"(40.88725634286795, -73.85610223710411)"
51336311,07/27/2021 12:01:04 AM,07/27/2021 12:26:46 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11101.0,5-09 48 AVENUE,48 AVENUE,5 STREET,VERNON BOULEVARD,5 STREET,VERNON BOULEVARD,,LONG ISLAND CITY,48 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/27/2021 04:26:48 AM,02 QUEENS,4000307501.0,QUEENS,996543.0,210502.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.74444741407468,-73.95563630613543,"(40.74444741407468, -73.95563630613543)"
51344352,07/27/2021 12:01:28 AM,07/27/2021 12:38:18 AM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11234.0,5702 FARRAGUT ROAD,FARRAGUT ROAD,EAST   57 STREET,EAST   58 STREET,EAST   57 STREET,EAST   58 STREET,,BROOKLYN,FARRAGUT ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/27/2021 04:38:21 AM,18 BROOKLYN,3079780001.0,BROOKLYN,1005984.0,171062.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.636175593061445,-73.92169232917864,"(40.636175593061445, -73.92169232917864)"
51337362,07/27/2021 12:01:33 AM,07/27/2021 01:57:29 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368.0,108-23 41 AVENUE,41 AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,,CORONA,41 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/27/2021 05:57:33 AM,04 QUEENS,4019960078.0,QUEENS,1023609.0,212614.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.75016527286253,-73.85794670225893,"(40.75016527286253, -73.85794670225893)"
