Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51675496,08/30/2021 12:00:14 AM,08/30/2021 12:32:58 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11362.0,240-08 70 AVENUE,70 AVENUE,DOUGLASTON PARKWAY,242 STREET,DOUGLASTON PARKWAY,242 STREET,,LITTLE NECK,70 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 04:33:00 AM,11 QUEENS,4082867503.0,QUEENS,1056855.0,212417.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74941408218792,-73.73795893582427,"(40.74941408218792, -73.73795893582427)"
51678378,08/30/2021 12:00:30 AM,08/30/2021 12:18:20 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11236.0,9230 GLENWOOD ROAD,GLENWOOD ROAD,EAST   92 STREET,EAST   93 STREET,EAST   92 STREET,EAST   93 STREET,,BROOKLYN,GLENWOOD ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 04:18:26 AM,18 BROOKLYN,3081800041.0,BROOKLYN,1010341.0,173466.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.642762292702,-73.90598475920034,"(40.642762292701995, -73.90598475920034)"
51674473,08/30/2021 12:00:32 AM,08/30/2021 03:15:27 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368.0,37-58 104 STREET,104 STREET,37 DRIVE,38 AVENUE,37 DRIVE,38 AVENUE,,CORONA,104 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/30/2021 07:15:32 AM,03 QUEENS,4017690035.0,QUEENS,1022257.0,213289.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75202388945444,-73.86282247606859,"(40.75202388945444, -73.86282247606859)"
51678022,08/30/2021 12:00:41 AM,08/30/2021 01:57:04 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11102.0,30-02 VERNON BOULEVARD,VERNON BOULEVARD,MAIN AVENUE,30 ROAD,MAIN AVENUE,30 ROAD,,ASTORIA,VERNON BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 05:57:08 AM,01 QUEENS,,QUEENS,1002512.0,220388.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.77157163843668,-73.93406818520187,"(40.77157163843668, -73.93406818520187)"
51679422,08/30/2021 12:00:42 AM,08/30/2021 12:33:54 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207.0,661 SHEFFIELD AVENUE,SHEFFIELD AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,,BROOKLYN,SHEFFIELD AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 04:33:57 AM,05 BROOKLYN,3042980072.0,BROOKLYN,1013849.0,180021.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66074329869012,-73.89331542064929,"(40.660743298690115, -73.89331542064929)"
51675024,08/30/2021 12:00:46 AM,08/30/2021 12:43:07 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467.0,3171 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,EAST  206 STREET,VAN CORTLANDT AVENUE EAST,EAST  206 STREET,VAN CORTLANDT AVENUE EAST,,BRONX,ROCHAMBEAU AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 04:43:10 AM,07 BRONX,2033350128.0,BRONX,1017295.0,258243.0,ONLINE,Unspecified,BRONX,,,,,,,,40.875429869515685,-73.88051032638849,"(40.875429869515685, -73.88051032638849)"
51674517,08/30/2021 12:00:52 AM,08/30/2021 01:29:39 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11436.0,144-14 123 AVENUE,123 AVENUE,144 STREET,145 STREET,144 STREET,145 STREET,,JAMAICA,123 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/30/2021 05:29:42 AM,12 QUEENS,4120470056.0,QUEENS,1041146.0,185213.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.674860816419496,-73.79488446405948,"(40.674860816419496, -73.79488446405948)"
51682061,08/30/2021 12:00:59 AM,08/30/2021 12:20:34 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208.0,737 ATKINS AVENUE,ATKINS AVENUE,WORTMAN AVENUE,COZINE AVENUE,WORTMAN AVENUE,COZINE AVENUE,,BROOKLYN,ATKINS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 04:20:36 AM,05 BROOKLYN,3045430018.0,BROOKLYN,1019724.0,180209.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66123772828544,-73.87213901729686,"(40.66123772828544, -73.87213901729686)"
51676969,08/30/2021 12:01:13 AM,08/30/2021 01:54:17 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368.0,127-11 WILLETS POINT BOULEVARD,WILLETS POINT BOULEVARD,127 STREET,34 AVENUE,127 STREET,34 AVENUE,,CORONA,WILLETS POINT BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 05:54:24 AM,07 QUEENS,4018320001.0,QUEENS,1028103.0,215740.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75872418959096,-73.8417067408681,"(40.758724189590964, -73.8417067408681)"
51680437,08/30/2021 12:01:35 AM,08/30/2021 01:00:47 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11423.0,93-99 205 STREET,205 STREET,93 AVENUE,94 AVENUE,93 AVENUE,94 AVENUE,,HOLLIS,205 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/30/2021 05:00:51 AM,12 QUEENS,,QUEENS,1051962.0,199710.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.71457544260834,-73.75574620414132,"(40.71457544260834, -73.75574620414132)"
51678123,08/30/2021 12:01:41 AM,08/30/2021 01:20:51 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032.0,518 WEST  159 STREET,WEST  159 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,,NEW YORK,WEST  159 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/30/2021 05:20:55 AM,12 MANHATTAN,1021170026.0,MANHATTAN,1000323.0,243292.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.83444106853759,-73.94191636090568,"(40.834441068537586, -73.94191636090568)"
51676985,08/30/2021 12:01:55 AM,08/30/2021 01:18:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207.0,BRADFORD STREET,BRADFORD STREET,BRADFORD STREET,LIVONIA AVENUE,BRADFORD STREET,LIVONIA AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 05:18:41 AM,05 BROOKLYN,,BROOKLYN,1014684.0,181686.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66531052110931,-73.89029829219531,"(40.66531052110931, -73.89029829219531)"
51673896,08/30/2021 12:01:57 AM,08/30/2021 12:26:39 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11208.0,FLATLANDS AVENUE,FLATLANDS AVENUE,FLATLANDS AVENUE,GRANT AVENUE,FLATLANDS AVENUE,GRANT AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 04:26:45 AM,05 BROOKLYN,,BROOKLYN,1022612.0,180221.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66125862411018,-73.8617295808173,"(40.66125862411018, -73.8617295808173)"
51679449,08/30/2021 12:02:04 AM,08/30/2021 12:24:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032.0,853 RIVERSIDE DRIVE,RIVERSIDE DRIVE,EDWARD M MORGAN PLACE,WEST  160 STREET,EDWARD M MORGAN PLACE,WEST  160 STREET,,NEW YORK,RIVERSIDE DRIVE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 04:24:13 AM,12 MANHATTAN,1021350020.0,MANHATTAN,998950.0,244154.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.83680940096568,-73.94687613518033,"(40.83680940096568, -73.94687613518033)"
51677335,08/30/2021 12:02:12 AM,08/30/2021 12:04:06 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034.0,110 POST AVENUE,POST AVENUE,WEST  204 STREET,WALTHER DELGADO WAY,WEST  204 STREET,WALTHER DELGADO WAY,,NEW YORK,POST AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,08/30/2021 04:04:10 AM,12 MANHATTAN,1022220035.0,MANHATTAN,1006237.0,254210.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86439499522772,-73.92050891043958,"(40.86439499522772, -73.92050891043958)"
51675994,08/30/2021 12:02:18 AM,08/30/2021 01:25:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461.0,2884 CODDINGTON AVENUE,CODDINGTON AVENUE,MAYFLOWER AVENUE,EDISON AVENUE,MAYFLOWER AVENUE,EDISON AVENUE,,BRONX,CODDINGTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 05:25:09 AM,10 BRONX,2053570048.0,BRONX,1030639.0,245121.0,PHONE,Unspecified,BRONX,,,,,,,,40.83935392816689,-73.83234975675983,"(40.83935392816689, -73.83234975675983)"
51679255,08/30/2021 12:02:30 AM,08/30/2021 02:40:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207.0,BARBEY STREET,BARBEY STREET,BARBEY STREET,PITKINS AVENUE,BARBEY STREET,PITKINS AVENUE,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/30/2021 06:40:50 AM,05 BROOKLYN,,BROOKLYN,1015425.0,184531.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67311682647943,-73.88761414623316,"(40.67311682647943, -73.88761414623316)"
51676024,08/30/2021 12:02:33 AM,08/30/2021 05:35:07 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10457.0,MT HOPE PLACE,MT HOPE PLACE,MONROE AVENUE,ANTHONY AVENUE,MONROE AVENUE,ANTHONY AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 09:35:12 AM,Unspecified BRONX,,BRONX,,,ONLINE,Unspecified,BRONX,,,,,,,,,,
51691001,08/30/2021 12:02:34 AM,08/30/2021 09:20:49 PM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10035.0,2010 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,08/30/2021 12:00:00 AM,11 MANHATTAN,1017710056.0,MANHATTAN,1001227.0,231716.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.802666521307415,-73.93867882554382,"(40.802666521307415, -73.93867882554382)"
51678024,08/30/2021 12:02:35 AM,08/30/2021 01:41:47 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11233.0,262 ROCKAWAY AVENUE,ROCKAWAY AVENUE,DEAN STREET,BERGEN STREET,DEAN STREET,BERGEN STREET,,BROOKLYN,ROCKAWAY AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/30/2021 05:41:50 AM,16 BROOKLYN,3014480039.0,BROOKLYN,1008899.0,184930.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67423256719973,-73.91113889436429,"(40.674232567199724, -73.91113889436429)"
51675961,08/30/2021 12:02:36 AM,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11375.0,72-72 112 STREET,112 STREET,WALTER BECKER WAY,73 AVENUE,WALTER BECKER WAY,73 AVENUE,,FOREST HILLS,112 STREET,,In Progress,,,,06 QUEENS,4022380019.0,QUEENS,1029210.0,201634.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.72000122760082,-73.83780516418167,"(40.72000122760082, -73.83780516418167)"
51677287,08/30/2021 12:02:36 AM,08/30/2021 12:17:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236.0,9230 GLENWOOD ROAD,GLENWOOD ROAD,EAST   92 STREET,EAST   93 STREET,EAST   92 STREET,EAST   93 STREET,,BROOKLYN,GLENWOOD ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/30/2021 04:18:00 AM,18 BROOKLYN,3081800041.0,BROOKLYN,1010341.0,173466.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.642762292702,-73.90598475920034,"(40.642762292701995, -73.90598475920034)"
51679367,08/30/2021 12:02:37 AM,08/30/2021 12:39:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468.0,19 VAN CORTLANDT AVENUE EAST,VAN CORTLANDT AVENUE EAST,VILLA AVENUE,RISSE STREET,VILLA AVENUE,RISSE STREET,,BRONX,VAN CORTLANDT AVENUE EAST,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/30/2021 04:39:08 AM,07 BRONX,2033230032.0,BRONX,1015661.0,258912.0,ONLINE,Unspecified,BRONX,,,,,,,,40.87727203283288,-73.88641567511213,"(40.87727203283288, -73.88641567511213)"
