Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51636216,08/26/2021 12:00:46 AM,08/26/2021 01:32:12 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10027.0,260 LENOX AVENUE,LENOX AVENUE,WEST  123 STREET,WEST  124 STREET,WEST  123 STREET,WEST  124 STREET,,NEW YORK,LENOX AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,08/26/2021 05:32:17 AM,10 MANHATTAN,1017210035.0,MANHATTAN,999116.0,233162.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80663919669058,-73.94630058482072,"(40.80663919669058, -73.94630058482072)"
51648945,08/26/2021 12:00:48 AM,08/31/2021 03:46:18 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10473.0,900 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,08/31/2021 12:00:00 AM,09 BRONX,2036500001.0,BRONX,1017613.0,238669.0,PHONE,Unspecified,BRONX,,,,,,,,40.82170387415262,-73.87945784845436,"(40.82170387415262, -73.87945784845436)"
51634508,08/26/2021 12:00:48 AM,08/26/2021 10:10:04 AM,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,11229.0,MARINE PARK,MARINE PARK,BURNETT STREET,EAST   33 STREET,BURNETT STREET,EAST   33 STREET,,BROOKLYN,MARINE PARK,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,08/26/2021 02:10:09 PM,18 BROOKLYN,3085900600.0,BROOKLYN,1006747.0,156658.0,ONLINE,Marine Park,BROOKLYN,,,,,,,,40.59663770945727,-73.91899123356184,"(40.59663770945727, -73.91899123356184)"
51649931,08/26/2021 12:00:55 AM,08/30/2021 11:46:50 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10468.0,2734 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,08/30/2021 12:00:00 AM,08 BRONX,2032480158.0,BRONX,1011155.0,256424.0,PHONE,Unspecified,BRONX,,,,,,,,40.87045812848627,-73.90271965614595,"(40.87045812848627, -73.90271965614595)"
51637148,08/26/2021 12:01:02 AM,08/26/2021 02:26:23 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10036.0,235 WEST   48 STREET,WEST   48 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,,NEW YORK,WEST   48 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/26/2021 06:26:28 AM,05 MANHATTAN,1010200005.0,MANHATTAN,988221.0,216339.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76047615290241,-73.9856657759701,"(40.76047615290241, -73.9856657759701)"
51644079,08/26/2021 12:01:12 AM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212.0,202 EAST   91 STREET,EAST   91 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,08/26/2021 12:00:00 AM,17 BROOKLYN,3046260006.0,BROOKLYN,1004726.0,179582.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65956413789802,-73.92619904213913,"(40.65956413789802, -73.92619904213913)"
51634936,08/26/2021 12:01:14 AM,08/26/2021 12:50:23 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456.0,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,,BRONX,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/26/2021 04:50:26 AM,03 BRONX,2029020036.0,BRONX,1010978.0,244429.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83753598368616,-73.90340745804488,"(40.83753598368616, -73.90340745804488)"
51639729,08/26/2021 12:01:19 AM,08/26/2021 01:54:05 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10456.0,225 EAST  168 STREET,EAST  168 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,SHERIDAN AVENUE,SHERMAN AVENUE,,BRONX,EAST  168 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/26/2021 05:54:13 AM,04 BRONX,2024530053.0,BRONX,1007722.0,243624.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83533574700461,-73.91517715277003,"(40.83533574700461, -73.91517715277003)"
51635897,08/26/2021 12:01:33 AM,08/26/2021 01:37:22 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472.0,1071 ELDER AVENUE,ELDER AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,,BRONX,ELDER AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/26/2021 05:37:28 AM,09 BRONX,2037130037.0,BRONX,1017901.0,239965.0,ONLINE,Unspecified,BRONX,,,,,,,,40.82525993082611,-73.8784107921435,"(40.82525993082611, -73.8784107921435)"
51637248,08/26/2021 12:01:40 AM,08/26/2021 01:11:54 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11366.0,158-40 76 ROAD,76 ROAD,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,,FRESH MEADOWS,76 ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,08/26/2021 05:12:01 AM,08 QUEENS,4068260001.0,QUEENS,1036854.0,203273.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.72445772523062,-73.81021642584223,"(40.72445772523062, -73.81021642584223)"
