Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51551546,08/17/2021 12:00:35 AM,08/17/2021 12:45:30 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11432.0,179-20 TUDOR ROAD,TUDOR ROAD,GRAND CENTRAL PARKWAY,EDGERTON ROAD,GRAND CENTRAL PARKWAY,EDGERTON ROAD,,JAMAICA,TUDOR ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/17/2021 04:45:34 AM,08 QUEENS,4072390008.0,QUEENS,1043044.0,201722.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.72016164219071,-73.78789790927873,"(40.72016164219071, -73.78789790927873)"
51547196,08/17/2021 12:00:36 AM,08/17/2021 02:33:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11385.0,1715 MADISON STREET,MADISON STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/17/2021 06:34:05 AM,05 QUEENS,4034570053.0,QUEENS,1010014.0,194717.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70109244700964,-73.90708183035377,"(40.70109244700964, -73.90708183035377)"
51560865,08/17/2021 12:01:00 AM,08/18/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,EAST 233 STREET,EAST 233 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,08/18/2021 12:00:00 PM,12 BRONX,,BRONX,,,ONLINE,Unspecified,BRONX,,,,,,,,,,
51561694,08/17/2021 12:01:00 AM,08/19/2021 09:52:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11222.0,196 GREENPOINT AVENUE,GREENPOINT AVENUE,ECKFORD ST,MC GUINNESS BLVD,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,08/19/2021 09:52:00 AM,01 BROOKLYN,3025760001.0,BROOKLYN,997451.0,205372.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.73036552668157,-73.95236953008539,"(40.730365526681574, -73.95236953008539)"
51547208,08/17/2021 12:01:06 AM,08/17/2021 02:03:06 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034.0,4857 BROADWAY,BROADWAY,ACADEMY STREET,WEST  204 STREET,ACADEMY STREET,WEST  204 STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/17/2021 06:03:14 AM,12 MANHATTAN,1022380033.0,MANHATTAN,1005293.0,255061.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.866733031901,-73.92391914360347,"(40.866733031901, -73.92391914360347)"
51547748,08/17/2021 12:01:31 AM,08/17/2021 12:23:21 AM,NYPD,New York City Police Department,Illegal Fireworks,,Park/Playground,11418.0,117-01 PARK LANE SOUTH,PARK LANE SOUTH,METROPOLITAN AVENUE,ABINGDON ROAD,METROPOLITAN AVENUE,ABINGDON ROAD,,RICHMOND HILL,PARK LANE SOUTH,,Closed,,The Police Department reviewed your complaint and provided additional information below.,08/17/2021 04:23:23 AM,09 QUEENS,4033120008.0,QUEENS,1029422.0,197303.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70811260705003,-73.83706942923195,"(40.70811260705003, -73.83706942923195)"
51551488,08/17/2021 12:01:47 AM,08/17/2021 12:23:48 AM,NYPD,New York City Police Department,Illegal Fireworks,,Residential Building/House,11418.0,METROPOLITAN AVENUE,METROPOLITAN AVENUE,METROPOLITAN AVENUE,PARK LANE SOUTH,METROPOLITAN AVENUE,PARK LANE SOUTH,,,,,Closed,,The Police Department reviewed your complaint and provided additional information below.,08/17/2021 04:23:52 AM,09 QUEENS,,QUEENS,1029401.0,197246.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70795626298777,-73.83714555603349,"(40.70795626298777, -73.83714555603349)"
51550886,08/17/2021 12:02:00 AM,08/17/2021 01:12:28 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11421.0,75-24 86 ROAD,86 ROAD,75 STREET,76 STREET,75 STREET,76 STREET,,WOODHAVEN,86 ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/17/2021 05:12:32 AM,09 QUEENS,4088350160.0,QUEENS,1021284.0,191522.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.69228293593946,-73.86645406295675,"(40.69228293593946, -73.86645406295675)"
51548963,08/17/2021 12:02:14 AM,08/17/2021 12:47:59 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11418.0,82-75 116 STREET,116 STREET,AUDLEY STREET,GROSVENOR LANE,AUDLEY STREET,GROSVENOR LANE,,RICHMOND HILL,116 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/17/2021 04:48:04 AM,09 QUEENS,,QUEENS,1029576.0,196921.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.70706332161998,-73.83651654045576,"(40.70706332161998, -73.83651654045576)"
51549635,08/17/2021 12:02:20 AM,08/17/2021 01:56:18 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373.0,51-19 92 STREET,92 STREET,51 AVENUE,52 AVENUE,51 AVENUE,52 AVENUE,,ELMHURST,92 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/17/2021 05:56:21 AM,04 QUEENS,4018670065.0,QUEENS,1019892.0,208863.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.739885491490455,-73.87138184225613,"(40.739885491490455, -73.87138184225613)"
