Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51497953,08/11/2021 12:00:14 AM,08/15/2021 09:11:11 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11432.0,85-93 PARSONS BOULEVARD,PARSONS BOULEVARD,,,,,ADDRESS,Jamaica,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,08/15/2021 12:00:00 AM,08 QUEENS,4097790006.0,QUEENS,1038264.0,197899.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.709698923336965,-73.80517259663903,"(40.709698923336965, -73.80517259663903)"
51491659,08/11/2021 12:00:19 AM,08/20/2021 03:57:19 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10458.0,221 EAST  201 STREET,EAST  201 STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,08/20/2021 12:00:00 AM,07 BRONX,2033070058.0,BRONX,1015693.0,257156.0,PHONE,Unspecified,BRONX,,,,,,,,40.87245224379674,-73.88630820242761,"(40.87245224379674, -73.88630820242761)"
51488938,08/11/2021 12:00:34 AM,08/11/2021 02:00:48 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11426.0,246-09 JERICHO TURNPIKE,JERICHO TURNPIKE,CITY LIMIT,247 STREET,CITY LIMIT,247 STREET,,BELLEROSE,JERICHO TURNPIKE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/11/2021 06:00:54 AM,13 QUEENS,4086600006.0,QUEENS,1061390.0,203582.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.725125916834905,-73.72169293448363,"(40.725125916834905, -73.72169293448363)"
51484379,08/11/2021 12:00:59 AM,08/11/2021 12:35:46 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031.0,602 WEST  146 STREET,WEST  146 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,,NEW YORK,WEST  146 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/11/2021 04:35:51 AM,09 MANHATTAN,1020920038.0,MANHATTAN,998008.0,240665.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.827234618122525,-73.95028755404695,"(40.827234618122525, -73.95028755404695)"
51483130,08/11/2021 12:01:16 AM,08/11/2021 01:02:14 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461.0,2847 EAST  194 STREET,EAST  194 STREET,MAYFLOWER AVENUE,HOBART AVENUE,MAYFLOWER AVENUE,HOBART AVENUE,,BRONX,EAST  194 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,08/11/2021 05:02:21 AM,10 BRONX,2042410055.0,BRONX,1030492.0,249917.0,MOBILE,Unspecified,BRONX,,,,,,,,40.85251828540217,-73.83284794053985,"(40.85251828540217, -73.83284794053985)"
51485259,08/11/2021 12:01:21 AM,08/11/2021 03:38:04 PM,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10021.0,EAST   76 STREET,EAST   76 STREET,EAST   76 STREET,LEXINGTON AVENUE,EAST   76 STREET,LEXINGTON AVENUE,,,,,Closed,,See notes for information.,08/11/2021 07:38:11 PM,08 MANHATTAN,,MANHATTAN,995241.0,220907.0,PHONE,Unspecified,MANHATTAN,,,"EAST   76 STREET AND LEXINGTON AVENUE, MANHATTAN, NY, 10021",,,,,40.773008188400055,-73.96031802842407,"(40.773008188400055, -73.96031802842407)"
51483488,08/11/2021 12:01:25 AM,08/11/2021 02:34:14 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211.0,35 POWERS STREET,POWERS STREET,HOPE STREET,LORIMER STREET,HOPE STREET,LORIMER STREET,,BROOKLYN,POWERS STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/11/2021 06:34:19 AM,01 BROOKLYN,3027730044.0,BROOKLYN,998133.0,198617.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.71182364053261,-73.9499227426989,"(40.71182364053261, -73.9499227426989)"
51494305,08/11/2021 12:02:00 AM,08/12/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,"E4 18"" Law",Street,11203.0,341 EAST   34 STREET,EAST   34 STREET,SNYDER AVENUE,TILDEN AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,08/12/2021 12:00:00 PM,17 BROOKLYN,3049050069.0,BROOKLYN,999396.0,175513.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.648406344910384,-73.94541891406533,"(40.648406344910384, -73.94541891406533)"
51483373,08/11/2021 12:02:24 AM,08/11/2021 02:11:51 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214.0,2075 84 STREET,84 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,,BROOKLYN,84 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,08/11/2021 06:11:59 AM,11 BROOKLYN,3063290032.0,BROOKLYN,985487.0,159647.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60487037452285,-73.99554517551053,"(40.604870374522854, -73.99554517551053)"
51487812,08/11/2021 12:02:44 AM,08/11/2021 12:02:44 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10458.0,221 EAST  201 STREET,EAST  201 STREET,GRAND CONCOURSE,VALENTINE AVENUE,GRAND CONCOURSE,VALENTINE AVENUE,ADDRESS,BRONX,EAST  201 STREET,,Closed,,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,08/11/2021 12:02:44 AM,07 BRONX,2033070058.0,BRONX,1015693.0,257156.0,PHONE,Unspecified,BRONX,,,,,,,,40.87245224379674,-73.88630820242761,"(40.87245224379674, -73.88630820242761)"
